f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
Apartment,Private room,Private,flexible,Real Bed,Hackney,50,2,1,100,1,1,0.88,0,1,1,33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,50,5737954,Hackney,flexible,Private room,Apartment,3.91202300542815,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,3.52636052461616,12.4352185495712,43.8510638081824,1089,35937,4.60517018598809,1,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,26,1,1,92,15,1,2.32,0,1,1,193,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,26,6929718,Hackney,moderate,Private room,Apartment,3.25809653802148,1,0,0,0,2,2.77258872223978,2,5.26785815906333,27.7503295840101,146.184800115824,37249,7189057,4.52178857704904,1,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,45,2,1,100,1,1,0.14,0,1,1,217,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,45,14118187,Hackney,flexible,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,5.38449506278909,28.9927870812001,156.111518895217,47089,10218313,4.60517018598809,1,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,45,2,2,96,0,1,0.52,0,2,1,405,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,45,17006988,Hackney,flexible,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,40,2,1,96,0,1,0.52,0,8,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,40,17509509,Hackney,flexible,Private room,Apartment,3.68887945411394,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,150,4,1,96,0,3,0.52,40,7,2,405,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,150,624954,Hackney,flexible,Entire home/apt,Apartment,5.01063529409626,16,1.38629436111989,1.92181205567281,0.693147180559945,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90,2,1,78,39,1,3.38,10,1,1,345,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,90,11901904,Hackney,strict,Entire home/apt,Apartment,4.49980967033027,4,0.693147180559945,0.480453013918201,0,2,3.68887945411394,2,5.84643877505772,34.1808463504985,199.836225467845,119025,41063625,4.35670882668959,1,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,40,2,2,96,0,1,0.52,0,1,1,405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,17282204,Hackney,moderate,Private room,Apartment,3.68887945411394,4,0.693147180559945,0.480453013918201,0,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,50,2,1,96,0,1,0.52,0,1,1,405,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50,17411182,Hackney,flexible,Private room,House,3.91202300542815,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,60,2,1,100,1,1,0.05,10,2,1,627,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,60,6022274,Hackney,strict,Private room,Apartment,4.0943445622221,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,6.4425401664682,41.5063237965561,267.406158221747,393129,246491883,4.60517018598809,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,220,6,2.5,80,3,1,0.15,0,1,3,587,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,220,7399818,Hackney,moderate,Entire home/apt,Apartment,5.39362754635236,36,1.79175946922805,3.2104019955684,1.09861228866811,3,1.38629436111989,2,6.37672694789863,40.6626465680565,259.294594143404,344569,202262003,4.38202663467388,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,90,4,1,90,12,2,1.25,15,2,2,285,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,90,12966820,Hackney,moderate,Entire home/apt,Apartment,4.49980967033027,16,1.38629436111989,1.92181205567281,0.693147180559945,2,2.56494935746154,2,5.65599181081985,31.9902433640612,180.936554493264,81225,23149125,4.49980967033027,2,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,22,1,3,96,0,1,0.52,0,7,1,405,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,22,13060886,Hackney,flexible,Private room,House,3.09104245335832,1,0,0,0,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
House,Private room,Private,strict,Real Bed,Hackney,45,2,1,96,78,1,1.37,14,2,1,1705,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45,481099,Hackney,strict,Private room,House,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,4.36944785246702,3,7.44190672805162,55.38197574902,412.147497939424,2907025,4956477625,4.56434819146784,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,88,2,1,90,7,1,0.24,0,2,1,874,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,88,4208636,Hackney,flexible,Entire home/apt,Apartment,4.47733681447821,4,0.693147180559945,0.480453013918201,0,2,2.07944154167984,2,6.77422388635761,45.8901092624981,310.869874313575,763876,667627624,4.49980967033027,2,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,23,2,1,100,1,1,0.05,0,1,1,553,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,23,7573703,Hackney,flexible,Private room,House,3.13549421592915,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,6.31716468674728,39.9065696794869,252.096372748475,305809,169112377,4.60517018598809,1,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,15,1,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,15,12170163,Hackney,flexible,Private room,House,2.70805020110221,1,0,0,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,6,1,93,3,1,0.99,0,3,2,90,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,150,15557254,Hackney,strict,Entire home/apt,Apartment,5.01063529409626,36,1.79175946922805,3.2104019955684,0.693147180559945,2,1.38629436111989,2,4.51085950651685,20.3478534875334,91.7863083414522,8100,729000,4.53259949315326,3,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,37,2,1,96,33,1,2.1,15,1,1,470,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,37,7838691,Hackney,strict,Private room,Apartment,3.61091791264422,4,0.693147180559945,0.480453013918201,0,2,3.52636052461616,2,6.15485809401642,37.8822781574794,233.160046337343,220900,103823000,4.56434819146784,1,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,52,2,1,96,0,1,0.52,0,2,1,405,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,52,15645270,Hackney,moderate,Private room,Apartment,3.95124371858143,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,77,2,1,96,0,1,0.52,0,2,1,405,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,77,17207321,Hackney,flexible,Private room,Apartment,4.34380542185368,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,92,6,1,98,27,4,2.89,40,1,2,278,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,92,12224308,Hackney,strict,Entire home/apt,Apartment,4.52178857704904,36,1.79175946922805,3.2104019955684,0.693147180559945,2,3.3322045101752,2,5.63121178182137,31.7105461317238,178.568800984953,77284,21484952,4.58496747867057,1,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,25,1,1.5,100,1,1,0.05,0,7,1,562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,25,7696162,Hackney,strict,Private room,House,3.2188758248682,1,0,0,0,2,0.693147180559945,2,6.33327962813969,40.1104308482092,254.030574566869,315844,177504328,4.60517018598809,3,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,38,2,1,90,2,2,0.36,7,3,1,168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38,14511591,Hackney,strict,Private room,Apartment,3.63758615972639,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,5.12989871492307,26.3158608253694,134.997700630157,28224,4741632,4.49980967033027,3,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,150,2,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,150,13629269,Hackney,flexible,Private room,House,5.01063529409626,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,30,2,1,96,0,1,0.52,0,2,1,405,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,30,16748090,Hackney,moderate,Private room,Apartment,3.40119738166216,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,64,2,1,96,0,1,0.52,20,1,1,405,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,64,12829942,Hackney,flexible,Private room,Apartment,4.15888308335967,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75,4,1,97,22,2,3.35,15,2,2,196,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,75,14124990,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,16,1.38629436111989,1.92181205567281,0.693147180559945,2,3.13549421592915,2,5.28320372873799,27.912241639351,147.466059106455,38416,7529536,4.57471097850338,2,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,50,2,1,73,3,2,0.43,15,1,1,209,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50,13854966,Hackney,moderate,Private room,Apartment,3.91202300542815,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,5.34710753071747,28.5915589450555,152.882140150058,43681,9129329,4.29045944114839,1,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,27,2,1.5,100,2,1,0.29,15,7,1,202,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27,13949473,Hackney,strict,Private room,House,3.29583686600433,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,5.31320597904179,28.2301577757254,149.992643083277,40804,8242408,4.60517018598809,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90,4,1,98,74,2,2.1,25,2,1,1056,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,90,737002,Hackney,strict,Entire home/apt,Apartment,4.49980967033027,16,1.38629436111989,1.92181205567281,0,2,4.31748811353631,3,6.96318998587024,48.4860147793236,337.617332566142,1115136,1177583616,4.58496747867057,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,74,4,1,91,10,1,2.88,0,1,2,103,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,74,16021140,Hackney,strict,Entire home/apt,Apartment,4.30406509320417,16,1.38629436111989,1.92181205567281,0.693147180559945,2,2.39789527279837,2,4.64439089914137,21.5703668240272,100.181215368653,10609,1092727,4.51085950651685,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,75,4,1,96,0,1,0.52,0,3,2,405,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,75,17521972,Hackney,flexible,Entire home/apt,Apartment,4.31748811353631,16,1.38629436111989,1.92181205567281,0.693147180559945,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,40,2,1,96,0,1,0.52,0,3,1,405,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,40,16380476,Hackney,flexible,Private room,House,3.68887945411394,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,30,2,1.5,96,9,1,0.74,0,3,1,362,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,30,10868918,Hackney,flexible,Private room,House,3.40119738166216,4,0.693147180559945,0.480453013918201,0,2,2.30258509299405,2,5.89440283426485,34.7439847725895,204.795042317206,131044,47437928,4.56434819146784,3,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,75,1,2,96,0,1,0.52,0,1,1,405,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,75,11791780,Hackney,flexible,Private room,Apartment,4.31748811353631,1,0,0,0,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,45,2,1,88,6,2,0.27,10,1,1,656,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,45,4670807,Hackney,flexible,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,1.94591014905531,2,6.48768401848461,42.0900439237006,273.066905301108,430336,282300416,4.47733681447821,1,0,0,0
House,Private room,Private,moderate,Real Bed,Hackney,45,2,1,100,8,1,1.7,0,2,1,140,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,45,15435367,Hackney,moderate,Private room,House,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,2.19722457733622,2,4.94875989037817,24.4902244526157,121.196240477463,19600,2744000,4.60517018598809,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,110,2,1,100,1,1,0.14,0,5,1,207,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,110,13180750,Hackney,flexible,Entire home/apt,Apartment,4.70048036579242,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,5.33753807970132,28.4893127522616,152.062791679717,42849,8869743,4.60517018598809,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,99,4,1,93,65,1,2.15,15,1,1,905,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,99,3643250,Hackney,strict,Entire home/apt,Apartment,4.59511985013459,16,1.38629436111989,1.92181205567281,0,2,4.18965474202643,3,6.80903930604298,46.3630162712383,315.687600137572,819025,741217625,4.53259949315326,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,118,5,1,89,18,3,0.92,30,2,2,583,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,118,7354215,Hackney,strict,Entire home/apt,Apartment,4.77068462446567,25,1.6094379124341,2.59029039398023,0.693147180559945,2,2.94443897916644,2,6.36990098282823,40.575638531036,258.462799757729,339889,198155287,4.48863636973214,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,180,5,2,97,98,4,1.83,5,3,2,1603,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,180,610368,Hackney,moderate,Entire home/apt,Apartment,5.19295685089021,25,1.6094379124341,2.59029039398023,0.693147180559945,3,4.59511985013459,3,7.38025578842646,54.4681755026023,401.989067538109,2569609,4119083227,4.57471097850338,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,250,6,1,92,75,1,4.93,0,1,3,455,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,250,9607805,Hackney,strict,Entire home/apt,Apartment,5.52146091786225,36,1.79175946922805,3.2104019955684,1.09861228866811,2,4.33073334028633,3,6.12249280951439,37.4849182025554,229.50114216038,207025,94196375,4.52178857704904,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,66,3,1,100,2,1,2,0,2,3,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,66,8982176,Hackney,flexible,Entire home/apt,Apartment,4.18965474202643,9,1.09861228866811,1.20694896081258,1.09861228866811,2,1.09861228866811,2,3.13549421592915,9.83132397812515,30.826059468337,484,10648,4.60517018598809,2,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,55,2,1.5,97,6,1,0.19,15,2,1,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,55,2488528,Hackney,strict,Private room,House,4.00733318523247,4,0.693147180559945,0.480453013918201,0,2,1.94591014905531,2,6.8627579130514,47.0974461731496,323.218371409295,912025,870983875,4.57471097850338,2,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,30,1,1,96,0,1,0.52,10,5,1,405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,5450571,Hackney,strict,Private room,Apartment,3.40119738166216,1,0,0,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,44,2,1,70,4,1,2.79,0,1,1,42,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,44,16737289,Hackney,flexible,Private room,Apartment,3.78418963391826,4,0.693147180559945,0.480453013918201,0,2,1.6094379124341,2,3.76120011569356,14.1466263102933,53.2082925149486,1764,74088,4.24849524204936,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120,3,1,93,88,2,1.54,10,2,1,1718,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,120,427584,Hackney,strict,Entire home/apt,Apartment,4.78749174278205,9,1.09861228866811,1.20694896081258,0,2,4.48863636973214,3,7.44949800538285,55.495020532203,413.410044763327,2951524,5070718232,4.53259949315326,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,60,2,1,98,11,1,0.54,0,5,1,608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60,6913710,Hackney,flexible,Entire home/apt,Apartment,4.0943445622221,4,0.693147180559945,0.480453013918201,0,2,2.484906649788,2,6.4118182677099,41.1114134981383,263.598912078739,369664,224755712,4.58496747867057,3,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,60,2,1.5,80,2,1,0.1,0,1,1,580,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60,2348935,Hackney,moderate,Private room,Apartment,4.0943445622221,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,6.36475075685191,40.510052196847,257.836385379992,336400,195112000,4.38202663467388,1,0,0,0
